CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
12/28/2015,14:00,BROOKLYN,11234,40.6130427,-73.9262037,"(40.6130427, -73.9262037)",AVENUE S                        ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3361341,PASSENGER VEHICLE,OTHER,,,
01/03/2016,14:00,BROOKLYN,11234,40.6154331,-73.9138754,"(40.6154331, -73.9138754)",MILL AVENUE                     ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3364196,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/12/2016,15:00,BROOKLYN,11234,40.6191319,-73.9239744,"(40.6191319, -73.9239744)",AVENUE N                        ,EAST 53 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3369333,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/27/2015,1:09,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3361924,PASSENGER VEHICLE,,,,
01/11/2016,6:50,BROOKLYN,11234,40.6190124,-73.9258765,"(40.6190124, -73.9258765)",AVENUE N                        ,EAST 51 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3368691,PASSENGER VEHICLE,BUS,,,
12/24/2015,17:45,BROOKLYN,11234,40.6169693,-73.9332051,"(40.6169693, -73.9332051)",QUENTIN ROAD                    ,COLEMAN STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3359496,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/14/2016,20:00,BROOKLYN,11234,40.6176793,-73.9364498,"(40.6176793, -73.9364498)",AVENUE P                        ,RYDER STREET                    ,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3371254,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
12/27/2015,3:30,BROOKLYN,11234,40.6239797,-73.9206259,"(40.6239797, -73.9206259)",AVENUE L                        ,EAST 57 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3360749,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
12/19/2015,3:06,BROOKLYN,11234,40.6149737,-73.9284311,"(40.6149737, -73.9284311)",FLATBUSH AVENUE                 ,EAST 48 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356777,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/21/2015,11:57,BROOKLYN,11234,40.6283496,-73.9249546,"(40.6283496, -73.9249546)",AVENUE J                        ,EAST 53 STREET                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3358012,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/22/2015,14:20,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",RALPH AVENUE                    ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358768,PASSENGER VEHICLE,BUS,,,
12/19/2015,12:25,BROOKLYN,11234,40.5837275,-73.8937121,"(40.5837275, -73.8937121)",FLATBUSH AVENUE                 ,AVIATION ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358014,VAN,PASSENGER VEHICLE,,,
12/21/2015,0:45,BROOKLYN,11234,40.6219225,-73.9361288,"(40.6219225, -73.9361288)",FLATBUSH AVENUE                 ,LOTT PLACE                      ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3357452,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/19/2015,15:30,BROOKLYN,11234,40.6172158,-73.9371635,"(40.6172158, -73.9371635)",EAST 38 STREET                  ,AVENUE P                        ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3357451,PASSENGER VEHICLE,,,,
12/21/2015,12:30,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3357458,PICK-UP TRUCK,PASSENGER VEHICLE,,,
12/21/2015,12:10,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3357456,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/23/2015,8:10,BROOKLYN,11234,40.6186537,-73.9316942,"(40.6186537, -73.9316942)",AVENUE N                        ,EAST 45 STREET                  ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3358773,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/22/2015,13:50,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3358764,AMBULANCE,PASSENGER VEHICLE,,,
12/22/2015,20:00,BROOKLYN,11234,40.6341296,-73.9285006,"(40.6341296, -73.9285006)",KINGS HIGHWAY                   ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3358767,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/21/2015,8:31,BROOKLYN,11234,40.6314722,-73.9195434,"(40.6314722, -73.9195434)",EAST 59 STREET                  ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3357459,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/23/2015,3:20,BROOKLYN,11234,40.6262104,-73.9276589,"(40.6262104, -73.9276589)",FLATLANDS AVENUE                ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3358771,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
12/23/2015,8:15,BROOKLYN,11234,40.6224004,-73.9366363,"(40.6224004, -73.9366363)",KINGS HIGHWAY                   ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358774,VAN,SPORT UTILITY / STATION WAGON,,,
12/23/2015,22:30,BROOKLYN,11234,40.6263068,-73.9199387,"(40.6263068, -73.9199387)",AVENUE K                        ,EAST 58 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3359491,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/19/2015,10:15,BROOKLYN,11234,40.6191319,-73.9239744,"(40.6191319, -73.9239744)",EAST 53 STREET                  ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356775,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/23/2015,16:00,BROOKLYN,11234,40.6194251,-73.9192013,"(40.6194251, -73.9192013)",EAST 58 STREET                  ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,3359481,SPORT UTILITY / STATION WAGON,VAN,,,
12/21/2015,19:45,BROOKLYN,11234,40.6309047,-73.9204195,"(40.6309047, -73.9204195)",FLATLANDS AVENUE                ,EAST 58 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3358009,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/23/2015,14:45,BROOKLYN,11234,40.6173838,-73.9434704,"(40.6173838, -73.9434704)",KINGS HIGHWAY                   ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3359479,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/19/2015,2:47,BROOKLYN,11234,40.6305063,-73.9281154,"(40.6305063, -73.9281154)",AVENUE I                        ,UTICA AVENUE                    ,,1,0,0,0,0,0,1,0,Physical Disability,Unspecified,,,,3356778,UNKNOWN,UNKNOWN,,,
12/23/2015,19:07,BROOKLYN,11234,40.6328477,-73.9283651,"(40.6328477, -73.9283651)",AVENUE H                        ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3363773,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/20/2015,11:10,BROOKLYN,11234,40.6238131,-73.9303164,"(40.6238131, -73.9303164)",SCHENECTADY AVENUE              ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356787,SPORT UTILITY / STATION WAGON,OTHER,,,
12/22/2015,9:30,BROOKLYN,11234,40.6374693,-73.9191723,"(40.6374693, -73.9191723)",RALPH AVENUE                    ,FARRAGUT ROAD                   ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3358058,MOTORCYCLE,UNKNOWN,,,
12/19/2015,13:40,BROOKLYN,11234,40.6236951,-73.9141925,"(40.6236951, -73.9141925)",AVENUE M                        ,EAST 69 STREET                  ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3356782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/19/2015,12:40,BROOKLYN,11234,40.617203,-73.9170068,"(40.617203, -73.9170068)",RALPH AVENUE                    ,AVENUE O                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3356780,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/21/2015,15:30,BROOKLYN,11234,40.6323137,-73.9302715,"(40.6323137, -73.9302715)",KINGS HIGHWAY                   ,EAST 48 STREET                  ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3358011,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/22/2015,9:43,BROOKLYN,11234,40.6351864,-73.9286112,"(40.6351864, -73.9286112)",GLENWOOD ROAD                   ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358772,VAN,SPORT UTILITY / STATION WAGON,,,
12/19/2015,2:07,BROOKLYN,11234,40.6213573,-73.9271346,"(40.6213573, -73.9271346)",UTICA AVENUE                    ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356779,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/21/2015,12:00,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3357457,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
12/21/2015,0:11,BROOKLYN,11234,40.6125296,-73.9357236,"(40.6125296, -73.9357236)",AVENUE R                        ,EAST 35 STREET                  ,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3357455,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2015,10:30,BROOKLYN,11234,40.6097466,-73.9313467,"(40.6097466, -73.9313467)",AVENUE S                        ,EAST 36 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356788,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/19/2015,17:30,BROOKLYN,11234,40.6165086,-73.9339188,"(40.6165086, -73.9339188)",QUENTIN ROAD                    ,KIMBALL STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356781,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/23/2015,21:00,BROOKLYN,11234,40.62392,-73.921595,"(40.62392, -73.921595)",AVENUE L                        ,EAST 56 STREET                  ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3359484,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/21/2015,18:45,BROOKLYN,11234,40.6352571,-73.9274473,"(40.6352571, -73.9274473)",KINGS HIGHWAY                   ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358010,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/20/2015,14:15,BROOKLYN,11234,40.6195715,-73.9335375,"(40.6195715, -73.9335375)",FLATBUSH AVENUE                 ,AVENUE P                        ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3356786,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/23/2015,20:30,BROOKLYN,11234,40.6278822,-73.9325061,"(40.6278822, -73.9325061)",KINGS HIGHWAY                   ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3359486,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/23/2015,16:50,BROOKLYN,11234,40.6190124,-73.9258765,"(40.6190124, -73.9258765)",EAST 51 STREET                  ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,,,3363772,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/21/2015,13:09,BROOKLYN,11234,40.6229372,-73.934478,"(40.6229372, -73.934478)",LOTT PLACE                      ,EAST 40 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358013,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
12/22/2015,9:43,BROOKLYN,11234,40.6164373,-73.9295173,"(40.6164373, -73.9295173)",AVENUE O                        ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3358775,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/17/2015,13:15,BROOKLYN,11234,40.6188874,-73.927883,"(40.6188874, -73.927883)",AVENUE N                        ,EAST 49 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3355512,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/26/2015,20:30,BROOKLYN,11234,40.6285288,-73.9220868,"(40.6285288, -73.9220868)",EAST 56 STREET                  ,AVENUE J                        ,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,,,3342386,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/30/2015,20:30,BROOKLYN,11234,40.6216588,-73.9223289,"(40.6216588, -73.9223289)",EAST 55 STREET                  ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3344570,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/11/2015,21:10,BROOKLYN,11234,40.6308078,-73.9233054,"(40.6308078, -73.9233054)",AVENUE I                        ,EAST 55 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3351495,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/02/2015,6:25,BROOKLYN,11234,40.6213573,-73.9271346,"(40.6213573, -73.9271346)",AVENUE M                        ,UTICA AVENUE                    ,,0,0,0,0,0,0,0,0,Unspecified,,,,,3345334,PASSENGER VEHICLE,,,,
12/09/2015,20:33,BROOKLYN,11234,40.6351212,-73.9296237,"(40.6351212, -73.9296237)",EAST 49 STREET                  ,GLENWOOD ROAD                   ,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3350368,SPORT UTILITY / STATION WAGON,VAN,,,
12/16/2015,10:10,BROOKLYN,11234,40.6320672,-73.9186024,"(40.6320672, -73.9186024)",FLATLANDS AVENUE                ,RALPH AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3354879,BUS,SPORT UTILITY / STATION WAGON,,,
11/24/2015,15:50,BROOKLYN,11234,40.6224004,-73.9366363,"(40.6224004, -73.9366363)",KINGS HIGHWAY                   ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3341403,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/14/2015,17:20,BROOKLYN,11234,40.6314722,-73.9195434,"(40.6314722, -73.9195434)",FLATLANDS AVENUE                ,EAST 59 STREET                  ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3353412,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/27/2015,18:10,BROOKLYN,11234,40.6235615,-73.92737,"(40.6235615, -73.92737)",UTICA AVENUE                    ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3342927,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/17/2015,17:50,BROOKLYN,11234,40.6273695,-73.916724,"(40.6273695, -73.916724)",EAST 72 STREET                  ,AVENUE K                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3355516,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/15/2015,13:15,BROOKLYN,11234,40.6142134,-73.9201081,"(40.6142134, -73.9201081)",AVENUE T                        ,PEARSON STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3353423,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/03/2015,13:10,BROOKLYN,11234,40.6248145,-73.9099114,"(40.6248145, -73.9099114)",ROYCE PLACE                     ,EAST 72 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3346046,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/01/2015,21:00,BROOKLYN,11234,40.612579,-73.9182876,"(40.612579, -73.9182876)",AVENUE U                        ,PEARSON STREET                  ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3344576,UNKNOWN,,,,
11/30/2015,14:20,BROOKLYN,11234,40.6258233,-73.9276125,"(40.6258233, -73.9276125)",UTICA AVENUE                    ,AVENUE K                        ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3343994,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/17/2015,14:33,BROOKLYN,11234,40.6088089,-73.9241158,"(40.6088089, -73.9241158)",COLEMAN STREET                  ,AVENUE U                        ,,1,0,1,0,0,0,0,0,Turning Improperly,,,,,3354852,VAN,,,,
11/29/2015,3:30,BROOKLYN,11234,40.6341296,-73.9285006,"(40.6341296, -73.9285006)",UTICA AVENUE                    ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3343434,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/15/2015,6:15,BROOKLYN,11234,40.6351864,-73.9286112,"(40.6351864, -73.9286112)",UTICA AVENUE                    ,GLENWOOD ROAD                   ,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,3353420,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/26/2015,10:15,BROOKLYN,11234,40.6258233,-73.9276125,"(40.6258233, -73.9276125)",UTICA AVENUE                    ,AVENUE K                        ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3342382,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/01/2015,19:30,BROOKLYN,11234,40.6151675,-73.9186302,"(40.6151675, -73.9186302)",EAST 58 STREET                  ,AVENUE T                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3344577,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/26/2015,16:50,BROOKLYN,11234,40.6287705,-73.9182425,"(40.6287705, -73.9182425)",RALPH AVENUE                    ,AVENUE J                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3342383,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/12/2015,16:45,BROOKLYN,11234,40.6256567,-73.9334414,"(40.6256567, -73.9334414)",KINGS HIGHWAY                   ,TROY AVENUE                     ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3352090,SPORT UTILITY / STATION WAGON,,,,
11/28/2015,16:25,BROOKLYN,11234,40.6078983,-73.9342298,"(40.6078983, -73.9342298)",EAST 32 STREET                  ,AVENUE S                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3343427,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/30/2015,14:50,BROOKLYN,11234,40.6328477,-73.9283651,"(40.6328477, -73.9283651)",UTICA AVENUE                    ,AVENUE H                        ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3343993,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/18/2015,16:45,BROOKLYN,11234,40.6241643,-73.917751,"(40.6241643, -73.917751)",RALPH AVENUE                    ,AVENUE L                        ,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3356784,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/02/2015,6:46,BROOKLYN,11234,40.618602,-73.9324615,"(40.618602, -73.9324615)",AVENUE N                        ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3345333,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/18/2015,5:50,BROOKLYN,11234,40.6151675,-73.9186302,"(40.6151675, -73.9186302)",AVENUE T                        ,EAST 58 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,,,,3355519,TAXI,PASSENGER VEHICLE,,,
12/03/2015,13:34,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",AVENUE U                        ,FLATBUSH AVENUE                 ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3346047,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2015,16:00,BROOKLYN,11234,40.6082027,-73.9207095,"(40.6082027, -73.9207095)",FLATBUSH AVENUE                 ,AVENUE V                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3347796,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/18/2015,16:10,BROOKLYN,11234,40.6305063,-73.9281154,"(40.6305063, -73.9281154)",UTICA AVENUE                    ,AVENUE I                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356785,BUS,SPORT UTILITY / STATION WAGON,,,
12/01/2015,13:04,BROOKLYN,11234,40.6144783,-73.9264002,"(40.6144783, -73.9264002)",UTICA AVENUE                    ,FILLMORE AVENUE                 ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3344573,PASSENGER VEHICLE,,,,
12/08/2015,14:50,BROOKLYN,11234,40.6263715,-73.9144989,"(40.6263715, -73.9144989)",EAST 72 STREET                  ,AVENUE L                        ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3349767,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
11/28/2015,6:55,BROOKLYN,11234,40.6098096,-73.9224976,"(40.6098096, -73.9224976)",FLATBUSH AVENUE                 ,AVENUE U                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3343425,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/04/2015,22:45,BROOKLYN,11234,40.621357,-73.92714,"(40.621357, -73.92714)",AVENUE M                        ,UTICA AVENUE,,1,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3574564,,,,,
11/28/2015,12:40,BROOKLYN,11234,40.6240937,-73.9187598,"(40.6240937, -73.9187598)",AVENUE L                        ,EAST 59 STREET                  ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3342926,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/28/2015,19:40,BROOKLYN,11234,40.6182043,-73.9056267,"(40.6182043, -73.9056267)",AVENUE V                        ,EAST 71 STREET                  ,,0,0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,3343424,PASSENGER VEHICLE,UNKNOWN,,,
12/10/2015,9:45,BROOKLYN,11234,40.618602,-73.9324615,"(40.618602, -73.9324615)",FLATBUSH AVENUE                 ,AVENUE N                        ,,0,0,0,0,0,0,0,0,Glare,Unspecified,,,,3354156,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/15/2015,13:40,BROOKLYN,11234,40.6314722,-73.9195434,"(40.6314722, -73.9195434)",EAST 59 STREET                  ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3354153,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2015,13:35,BROOKLYN,11234,40.6171461,-73.9180154,"(40.6171461, -73.9180154)",EAST 59 STREET                  ,AVENUE O                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3348402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2015,14:50,BROOKLYN,11234,40.6173838,-73.9434704,"(40.6173838, -73.9434704)",AVENUE N                        ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3347222,SPORT UTILITY / STATION WAGON,OTHER,,,
12/16/2015,20:00,BROOKLYN,11234,40.6207176,-73.9361516,"(40.6207176, -73.9361516)",HENDRICKSON STREET              ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3354847,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
12/16/2015,10:32,BROOKLYN,11234,40.6214823,-73.9251929,"(40.6214823, -73.9251929)",AVENUE M                        ,EAST 52 STREET                  ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3354158,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
12/08/2015,10:00,BROOKLYN,11234,40.6304465,-73.9291206,"(40.6304465, -73.9291206)",AVENUE I                        ,EAST 49 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3349060,PASSENGER VEHICLE,UNKNOWN,,,
12/01/2015,11:00,BROOKLYN,11234,40.6158966,-73.9294602,"(40.6158966, -73.9294602)",FLATBUSH AVENUE                 ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3344574,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/13/2015,22:30,BROOKLYN,11234,40.6211154,-73.9310181,"(40.6211154, -73.9310181)",AVENUE M                        ,EAST 46 STREET                  ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3352092,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/18/2015,20:05,BROOKLYN,11234,40.6185224,-73.9373748,"(40.6185224, -73.9373748)",RYDER STREET                    ,AVENUE P                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356772,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
